Gene,SRR10398412,SRR10398413,SRR10398414,SRR10398415,SRR10398416,SRR10398417,SRR10398418,SRR10398419,SRR10398420
PA3215,2679.2615,1349.1879,1417.406,2422.684,1915.2955,2270.8203,1085.9867,2335.5361,2550.2812
PA3216,729.9824,380.9268,456.0182,883.9466,700.8103,665.9059,457.70557,768.44293,905.47644
PA3217,3060.9114,1893.7351,2083.6152,1353.3605,1413.2374,1568.9238,1066.0416,1487.9564,1855.0896
PA3218,36.834934,26.144772,25.68572,28.818644,20.608334,23.768305,9.250786,19.481926,30.144653
PA3219,119.596886,66.79171,56.968758,61.60074,63.80138,79.29779,54.891228,78.23865,88.10834
PA3220,1944.4961,918.3136,873.21545,550.381,603.48724,765.89,393.04163,819.8443,839.92395
PA3221,865.4493,436.6656,427.7597,544.70404,761.1441,590.68665,377.78256,485.21204,503.18484
PA3222,749.99133,460.8808,183.29216,341.7454,414.90958,369.98676,238.12903,410.8478,420.35428
PA3223,412.0841,245.27896,263.1509,286.0615,266.2909,281.91928,145.22998,239.00739,311.542
PA3224,2874.6165,1484.79,1777.866,2467.257,1999.8058,2814.207,1042.9581,2350.045,2677.4072
PA3225,5256.364,2525.1611,1432.196,2865.8914,2556.2817,2764.0344,1467.8137,2953.5696,3316.2476
PA3226,2182.1118,1213.116,721.1265,936.1312,1034.7786,980.2094,536.6912,941.9039,985.87854
PA3227,4360.0757,2124.1484,1402.1615,1718.8231,1808.2738,1857.5542,923.5413,1689.0251,1571.0223
PA3228,7670.6978,3925.4587,2689.8042,3342.9492,3322.6377,3294.355,1765.8704,3252.0718,3327.5818
PA3229,468.43222,267.31497,191.3682,387.39066,288.12292,470.75674,193.79706,446.3215,379.53647
PA3230,1171.5675,859.9123,537.63165,586.48444,550.97314,639.6781,470.12897,835.6104,759.8585
PA3231,543.6574,308.3844,220.01837,1209.4651,1032.634,997.9015,407.52716,663.0281,871.1305
PA3232,806.24866,423.08032,358.51263,683.6189,835.1198,1008.6108,440.76953,651.0741,823.1909
PA3233,1462.0221,830.87604,481.36417,1681.7466,2103.5498,2346.0442,1102.0587,1774.7957,1811.6223
PA3234,4160.7607,2570.6375,1894.917,5792.454,7276.813,7129.4727,3770.692,5517.8423,5994.8784
PA3235,4194.74,2220.4995,2987.2534,5653.256,7564.3833,8748.965,2837.5364,3417.6975,3941.532
PA3236,647.57605,315.51978,341.95578,655.83636,746.5073,806.3187,898.9398,1390.3556,1283.3864
PA3237,292.4676,146.37425,116.00838,170.29805,138.20613,198.16936,84.192986,165.21013,206.75822
PA3238,2144.055,1232.6724,1179.6149,1502.4745,1549.7301,1886.3003,1102.2988,1836.9922,1858.9316
PA3239,1136.8937,615.42957,679.9493,1149.5717,960.8054,1166.9967,740.55457,1105.2137,1238.8445
PA3240,1111.2233,598.7786,411.1753,1133.6371,1012.56006,1000.7483,753.29626,1555.252,1657.5173
PA3241,1671.7573,1064.6799,708.4876,810.0712,806.7846,911.14465,465.72433,928.28937,1009.5264
PA3242,2731.7888,1614.017,1695.5374,566.00494,742.65094,1139.5483,510.8538,971.49713,872.3744
PA3243,2434.3296,1418.949,1099.2355,1729.867,1665.4275,1749.2024,1114.1476,2099.9277,2244.6238
PA3244,8973.877,5449.2295,4549.147,3137.2166,3383.4272,5039.8433,3475.4978,5927.44,4326.7485
PA3245,2716.1638,1767.7334,1757.0784,1310.1007,1340.0776,2502.433,1735.395,2399.2585,2021.8126
PA3246,650.28345,305.34204,147.26297,137.02824,120.85599,158.9531,110.38246,191.97595,198.09084
PA3247,8103.9575,4309.64,2522.856,2790.2078,3335.653,2642.7004,1729.824,3166.4731,3698.745
PA3248,1201.5872,674.55096,510.30698,665.13245,685.4741,603.04553,405.99246,736.9903,888.04865
PA3249,382.7811,239.59535,145.19572,268.43582,230.04655,231.14311,144.87581,340.8393,332.6186
PA3250,1381.8466,721.66113,500.71548,834.08386,912.23895,771.4708,621.1408,1100.8586,1097.6372
PA3251,454.36932,226.1468,124.614494,178.21565,176.2623,198.48708,135.558,295.7657,316.53436
PA3252,403.249,215.18634,169.26729,252.91982,188.55614,225.79088,123.64472,250.3462,325.5818
PA3253,418.0145,241.32683,203.74487,243.42355,207.68811,214.40799,119.54037,247.808,256.02435
PA3254,1056.4551,555.60175,473.71365,544.0819,486.3754,572.11865,387.88727,568.5912,762.0406
PA3255,1937.2378,1185.4236,592.718,984.5649,870.45105,970.9599,602.21014,1183.36,1220.9712
PA3256,3788.0735,2469.3066,1210.7864,2946.9912,2840.5015,2409.5352,1672.8529,3114.8682,3656.1174
PA3257,42361.434,20822.898,19680.5,19004.205,19010.717,17353.389,9775.978,16258.647,19937.42
PA3258,1108.058,707.1093,560.9831,1232.1914,1042.3342,939.9551,604.775,1070.7319,1448.4773
PA3259,1517.2919,937.4768,503.72845,1511.2009,1591.6752,1244.7151,731.29614,1527.5686,1995.3441
PA3260,1648.304,1052.363,552.9827,1001.1947,813.498,1136.0668,599.37476,1275.3313,1240.7798
PA3261,2960.184,1510.8525,1783.4375,3827.8054,3564.6785,3690.0957,2129.393,3826.5752,4691.173
PA3262,10370.318,5359.577,5396.945,2676.4827,2743.538,5272.218,2459.7188,4004.932,2583.1345
PA3263,2388.2327,1498.0977,933.4487,857.20593,1004.1623,1135.8219,821.38837,1502.177,1220.2511
PA3264,642.18665,346.05405,228.67274,213.3202,214.49055,247.9673,171.396,288.28568,296.21356
PA3265,445.1568,255.155,226.56993,181.89839,187.4043,313.42258,150.59477,286.56006,278.5885
PA3266,330370.6,134726.75,148504.38,22817.639,24224.4,39617.76,19624.13,29347.22,29926.725
PA3267,11016.543,6210.2554,3940.8586,3200.8557,3013.2566,3059.756,1612.0948,2693.417,3312.8853
PA3268,1111.4424,638.2492,549.3662,950.9101,874.55084,1031.7206,546.0764,1059.9056,1172.8075
PA3269,544.96484,349.53,309.26926,339.14594,348.06363,433.79486,246.09692,472.5736,489.94147
PA3270,1499.8569,957.3924,668.91296,1494.1395,1628.9974,2461.4678,1027.785,2068.1335,1803.0944
PA3271,10831.507,5918.615,4875.996,6591.315,9125.863,8672.466,2777.9385,4888.5527,6445.923
PA3272,5334.3765,2943.2708,1355.9849,7554.805,7003.7417,5892.735,3029.8777,5978.1475,7413.2217
PA3273,366.8071,184.41368,132.38945,1064.4116,823.30914,816.14307,418.26715,724.4128,1039.6302
PA3274,333.71387,171.5018,240.56136,1611.4523,1395.9009,1110.435,683.8579,788.5548,1052.8013
PA3275,408.37256,278.11584,146.59311,794.7066,719.7148,707.3425,297.62454,585.69037,777.4402
PA3276,270.53925,158.13925,117.14513,121.80386,130.18002,219.52094,89.561935,172.4105,165.00699
PA3277,1113.9194,666.81445,351.2281,311.55426,322.5579,359.13556,201.63963,408.8,445.79868
PA3278,2942.9946,1574.3673,1551.7314,1629.2064,1521.6965,2247.3003,624.649,1430.182,1749.6926
PA3279,144.43419,86.6275,82.958694,131.16812,100.85949,132.89441,74.4298,139.01474,161.25203
PA3280,558.28174,312.5045,283.02103,391.87292,325.25522,401.6466,193.71481,352.3853,474.92422
PA3281,215.54053,102.99609,67.66576,106.3873,70.23889,94.857025,51.164856,96.22712,96.251366
PA3282,252.54068,117.73988,64.964775,64.70521,58.693165,65.612526,43.66595,83.94907,90.82753
PA3283,1018.2821,487.38916,337.0413,444.93524,401.4016,488.00616,192.66002,347.80814,415.7401
PA3284,1283.8896,669.76965,605.1718,1017.50543,782.77924,863.05743,276.35425,510.5419,649.8728
PA3285,2567.7551,1459.7377,1034.1235,1012.06067,928.5408,912.0314,582.57513,1001.78156,1123.8867
PA3286,11279.925,5999.208,4429.036,4111.8677,3849.0994,4027.5278,2157.2031,3747.2542,4270.2695
PA3287,423.97406,214.79231,82.48057,152.03955,118.23834,162.29901,103.10631,227.72649,216.34282
PA3288,934.81024,502.003,516.3484,449.16516,403.92014,534.16174,293.28598,681.1368,653.4787
PA3289,1283.7474,611.30914,567.3239,742.0243,834.84,766.3069,380.5656,629.4174,808.0886
PA3290,6863.0415,3937.8574,4542.423,5197.2573,4183.9233,5305.221,3131.58,4317.5483,6369.648
PA3291,304.57513,155.6946,198.45705,149.76994,105.21935,280.7332,79.006325,118.04685,153.06737
PA3292,167.79271,109.01458,130.6248,83.33551,51.572575,149.13635,48.296265,83.564964,66.515465
PA3293,130.00523,94.87161,40.232468,85.20551,67.77033,71.94966,44.662262,96.96806,84.850395
PA3294,624.0463,363.81943,287.34558,97.42177,106.252785,237.93843,77.259636,218.931,161.83464
PA3295,4469.093,1987.4067,3073.9531,1449.9697,1585.286,2726.11,1123.2418,1719.1985,1565.2375
PA3296,140.56245,112.18403,61.944866,60.09632,60.314224,46.603485,40.291332,52.89757,60.62086
PA3297,11149.714,6380.5073,3609.9365,2305.7302,2320.6816,2960.092,1723.3728,3444.9258,3069.3225
PA3298,127.586876,57.97949,51.00019,128.84225,134.36067,146.43419,50.96457,105.4435,161.79489
PA3299,7492.9194,4365.063,3748.0427,3287.1184,2990.6582,5103.151,3085.4165,5725.135,4082.1897
PA3300,1661.9756,964.3524,829.0201,847.45856,747.59186,1122.9391,847.1099,1573.6873,1167.4572
PA3301,1739.2505,986.9631,752.4864,379.5789,409.35098,527.27435,359.9496,635.4903,575.24115
PA3302,2405.427,1239.6,1155.3661,1320.3617,1120.5267,1226.3053,669.75214,1383.7369,1380.3331
PA3303,1290.6117,749.9275,787.43835,482.1534,585.19037,548.6121,350.92383,483.09866,635.53613
PA3304,789.61475,407.40698,277.60632,350.21216,316.31396,282.9303,128.92155,221.21677,303.39062
PA3305,1488.5734,785.678,625.0288,81958.87,51988.84,57977.4,13519.16,72523.52,43991.26
PA3306,2002.2821,1128.2034,948.8614,1063.3568,1164.5511,1042.4114,523.4611,1066.3656,1297.956
PA3307,3101.714,1849.2883,1212.0443,1143.771,1261.8586,1046.2229,530.1507,926.94635,1719.6677
PA3308,7465.676,4059.362,2538.9556,1376.321,1399.6897,2327.271,1396.9401,2879.2388,2139.6936
PA3309,70363.055,32962.574,24889.39,105258.6,65312.48,59426.312,32589.033,67646.71,96838.68
PA3310,6761.591,4052.4263,2785.0369,2665.4504,2495.6196,2659.1436,1577.0652,2588.1655,3466.6743
PA3311,3519.9358,1739.8693,1572.0945,1963.9757,2145.512,2428.326,937.50934,1722.8793,2225.0105
PA3312,698.62427,384.03555,233.65025,469.67535,318.50107,540.2072,268.18762,524.9351,578.0064
PA3313,1225.5547,680.48303,350.5338,497.8988,387.38516,823.9745,510.79578,994.6675,533.2393
PA3314,384.66714,209.91162,95.89805,219.03496,177.35136,241.83566,182.27713,338.3259,292.63504
PA3315,577.1691,269.05447,290.06052,697.0753,657.1879,729.57245,485.56915,853.26697,969.0975
PA3316,670.15265,326.68808,241.68205,444.92038,388.97372,492.12146,266.37225,570.14777,655.34314
PA3317,420.83798,290.76056,168.46687,340.04803,278.93253,391.81833,227.74388,538.82184,528.0892
PA3318,105.85266,79.7195,39.350266,79.96695,76.8621,53.480766,56.04383,89.243744,88.41411
PA3319,390.1972,191.37198,184.98727,244.73192,209.72968,237.09662,152.35915,301.4308,350.1306
PA3320,73.365265,36.701298,29.745552,57.2536,51.115997,63.657,21.688702,50.273525,60.491936
PA3321,420.77606,237.71434,142.68842,330.11368,268.8169,385.14993,233.3948,444.04706,478.05994
PA3322,682.8386,458.56656,323.49924,488.16473,482.7041,785.1331,419.60928,873.23584,692.682
PA3323,163.17366,101.47243,49.216072,173.59007,149.9785,171.1328,140.60532,256.8542,279.90088
PA3324,584.0028,327.99506,201.50952,640.04767,535.4302,559.37537,353.73605,782.0206,891.4624
PA3325,395.75037,220.71674,127.97356,217.66302,236.8711,182.96295,240.20506,381.9829,469.8087
PA3326,8386.806,5787.123,2462.897,4737.182,4037.3008,4335.2363,6360.3604,13510.77,9827.756
PA3327,4823.0996,2613.187,1803.1793,9552.143,6380.539,7795.9907,9836.593,23994.027,26918.809
PA3328,519.92175,296.7487,175.16463,2336.1992,1714.9363,1595.2662,1803.118,4409.4395,6097.422
PA3329,545.91315,317.02637,140.7681,1854.4817,1502.1938,1257.9437,1791.6533,4014.325,5586.605
PA3330,563.05255,323.85663,121.82658,2144.4956,1678.5841,1294.0867,1947.2974,4398.6997,6527.6724
PA3331,1108.1996,664.4487,298.69543,2603.2085,2150.6184,1803.7634,2916.7578,6408.7866,7408.756
PA3332,483.41354,285.22192,115.941124,1336.5737,1025.2802,787.1598,1279.3866,2765.9495,3124.982
PA3333,916.9149,549.6401,227.99837,2319.5303,1900.5538,1568.1271,2225.1438,4646.1714,6100.1963
PA3334,476.83325,251.34648,164.28046,1821.9203,1292.5315,1161.8043,1331.2175,2952.5857,3499.9832
PA3335,798.19696,436.41504,284.63828,1706.3936,1274.8169,1314.0001,1464.9413,3352.0833,3834.2957
PA3336,5012.6294,2218.425,1102.2673,2386.849,2176.7961,1749.2537,1481.1409,3217.0225,4359.8086
PA3337,19072.314,9159.004,4771.748,12004.058,8926.069,7735.8555,4061.12,7843.2476,11564.143
PA3338,794.9653,289.9067,484.10416,345.72226,345.59787,431.38834,181.82703,421.418,507.42822
PA3339,1300.1523,798.4986,513.9134,732.1232,544.8716,743.3748,427.1907,692.8211,822.1133
PA3340,3660.6948,2198.642,1227.0626,1539.6204,1565.0383,1801.1034,759.83167,1571.2893,1780.0565
PA3341,10701.637,4393.8657,4827.776,1330.8413,1268.5634,1992.077,1065.2554,1812.4387,1953.3511
PA3342,1493.3296,787.38763,595.5255,536.74457,593.05774,519.70526,335.96805,501.88324,637.8123
PA3343,4181.611,1950.2128,2295.5327,1259.682,1320.5023,1434.7052,853.907,1273.6595,1485.6929
PA3344,9308.001,5837.159,4222.26,2507.1614,2625.9177,3489.5261,2351.9006,4684.2124,3999.2085
PA3345,876.0005,673.3167,643.8534,517.3785,635.3551,628.8386,377.6771,819.97577,655.02344
PA3346,3057.9573,1853.4104,1520.095,2750.9844,2837.0999,2252.37,1392.4463,2554.3762,3468.7856
PA3347,2572.055,1173.7169,1357.4042,1960.4034,1735.238,1899.5765,870.5941,1798.6802,2325.01
PA3348,13847.857,8000.7344,4770.357,4641.6704,3931.0823,4060.1792,2729.097,4730.035,5244.993
PA3349,44085.855,24201.85,20746.264,15743.54,14285.363,13602.33,8008.687,14036.348,14690.115
PA3350,7268.725,3770.736,3718.7139,2501.8076,2431.1797,2780.384,1591.9264,2716.7534,2691.7642
PA3351,44363.332,17028.139,23683.648,13113.389,11522.106,12315.898,6704.174,10813.314,13365.044
PA3352,13504.825,6522.4004,6440.5874,5268.8257,4288.56,4382.5156,2983.538,4984.2764,5951.411
PA3353,11517.11,5456.886,4945.1045,4353.078,3924.2957,4266.248,2774.698,4798.8325,5930.7495
PA3354,3341.9094,1519.614,1183.9348,1821.925,1807.048,1734.847,974.2447,1849.8378,2594.3552
PA3355,2227.778,1106.9009,820.50525,1460.7325,1350.6284,1415.5348,965.01733,1844.5721,2131.6028
PA3356,7639.4478,4146.165,2353.9463,3957.7214,3856.9805,3826.308,3266.398,6219.2705,5870.733
PA3357,1719.1061,878.1962,340.72205,511.5246,487.24826,647.3952,379.96445,927.5654,802.16376
PA3358,253.04723,115.569336,67.07781,86.55061,88.530426,107.85737,61.53643,122.13775,127.726524
PA3359,327.49387,139.77281,121.76984,156.36877,132.11954,199.3015,146.14716,238.18246,213.69087
PA3360,187.32066,105.513626,66.443985,166.02641,148.64494,196.82538,80.3889,203.44176,229.51686
PA3361,1119.1003,552.9359,510.6962,2326.4512,1814.2787,1758.043,3443.0613,9288.301,11943.929
PA3362,433.7797,246.6673,228.73245,498.28757,433.32556,437.3763,661.14886,1238.336,1664.7319
PA3363,396.72525,257.20453,211.93811,631.3284,538.76324,524.73755,425.73083,749.28735,1036.4087
PA3364,909.2336,560.9678,279.15707,1030.2634,865.95264,988.465,806.35864,1605.4333,2113.983
PA3365,1222.6202,764.17944,421.82236,1388.1088,1083.445,1215.2506,1112.6191,2002.5062,2932.5215
PA3366,5394.8193,2567.564,3015.9854,2229.3801,2143.5273,2623.2966,1887.5695,3228.221,3915.5767
PA3367,618.98114,415.18442,376.133,147.8596,151.4891,274.86728,128.36453,211.79182,179.0107
PA3368,116.665085,77.461815,61.66862,78.59451,94.756935,97.027245,77.32714,115.49508,142.32649
PA3369,1470.0869,721.9818,490.91937,1482.2263,1023.7138,2217.4983,1671.6395,2781.499,2196.668
PA3370,743.53705,469.9298,194.2999,1214.7173,696.4741,1447.7925,742.78894,2067.7317,1508.8579
PA3371,548.1582,301.27484,151.7133,773.07294,463.58362,806.0992,527.07367,1220.8789,1006.44543
PA3372,1089.6813,619.3128,275.17477,1108.9315,831.3858,1056.092,878.80786,1732.2512,1969.7919
PA3373,613.9249,391.25995,189.19604,427.8148,343.37827,390.75195,291.0923,631.9904,606.47217
PA3374,500.6392,291.19913,149.58391,279.49475,277.44537,302.61993,200.12111,407.10748,446.9692
PA3375,144.55057,60.245323,23.228533,44.580437,66.90395,62.269672,41.021885,88.516396,119.22065
PA3376,198.9019,96.16029,66.109276,81.80199,85.46336,114.17856,52.712257,145.31015,176.38641
PA3377,153.72266,102.79313,61.904293,102.2041,91.498795,106.170395,73.4468,139.66049,173.56352
PA3378,247.88573,128.4446,62.52489,105.49475,112.07488,92.344955,87.75518,118.195175,156.44098
PA3379,85.44947,43.48597,26.084803,36.23321,25.475235,36.553677,25.308386,49.038486,55.998474
PA3380,26.093416,9.794512,8.715366,12.096515,10.610406,10.30767,6.5705485,21.331844,12.551876
PA3381,69.54317,30.186024,18.793987,20.208155,19.900839,23.015562,30.753593,28.269491,30.05299
PA3382,144.99458,70.509995,38.730682,49.240208,41.390896,54.439854,27.108667,52.019787,59.102905
PA3383,128.80003,51.854073,39.583065,60.992336,57.65725,58.701584,33.226536,65.65314,56.563396
PA3384,137.51498,62.896427,61.14784,99.65042,86.47949,104.7209,52.87324,120.19906,135.7708
PA3385,37355.8,13429.019,20434.893,20868.104,16671.924,21696.76,10623.073,16954.023,23944.846
PA3386,1313.4866,555.2229,364.77496,442.84735,425.3918,412.89322,196.89386,348.1318,514.8585
PA3387,378.64337,192.39825,135.72087,72.89856,78.27702,103.2742,71.500336,123.55728,148.27081
PA3388,539.52594,299.86945,210.86324,120.66423,155.47058,224.91034,108.928116,199.9793,224.23508
PA3389,126.79051,59.99949,63.635696,54.035873,55.070198,66.820175,26.767534,51.335293,78.04384
PA3390,91.356026,44.370857,34.065693,87.00746,59.17001,70.21248,31.755419,75.463875,82.59402
PA3391,1056.273,522.39606,475.22324,194.06784,212.68549,264.80933,144.1281,236.60832,305.86478
PA3392,2208.1523,1115.0306,581.8709,298.20227,224.83195,328.21808,142.42934,271.0917,310.1033
PA3393,509.89532,303.069,171.69838,123.31749,124.976074,140.42882,83.8329,156.07277,200.95912
PA3394,250.141,122.66162,49.425293,68.01593,70.25309,87.07122,48.44209,72.46447,102.66238
PA3395,195.79831,94.74333,59.72232,25.53721,20.10471,33.99241,15.576297,27.292261,29.508505
PA3396,179.29614,116.78346,50.444862,39.994183,43.09157,32.840992,15.132907,46.36795,60.323597
PA3397,9485.795,5323.6265,2700.7883,1126.2744,1020.0565,2425.8232,1319.7368,2729.9583,1579.4797
PA3398,692.31915,472.29794,269.25806,595.0876,471.29144,626.29877,400.5046,828.1207,734.12006
PA3399,882.5244,433.28238,364.28348,449.5964,474.06555,541.37067,274.4283,586.9589,566.4815
PA3400,586.9127,313.6719,272.81186,343.85742,288.0948,341.9284,180.88048,326.87064,381.88257
PA3401,653.9801,351.07547,316.4767,352.42755,244.81021,359.777,195.33096,407.64484,385.07874
PA3402,1221.0444,697.1865,488.32635,420.24243,421.40045,517.32996,299.29602,526.981,545.95013
PA3403,611.71686,352.88702,338.2025,177.3599,175.5413,240.75684,117.286545,221.83679,228.55269
PA3404,306.8824,141.18106,62.699535,218.25536,190.65135,228.53734,122.08747,252.27509,319.58307
PA3405,136.89023,66.88612,32.205536,37.145283,43.177593,53.000008,23.687262,60.33577,62.31153
PA3406,99.1868,50.16681,16.704834,41.420635,39.096165,61.161407,36.851482,71.8085,75.437325
PA3407,320.0651,226.41226,118.27362,349.4861,284.3188,279.01376,203.17091,507.97897,522.559
PA3408,340.10178,215.29515,147.71146,277.65598,216.93735,285.425,184.79784,364.90607,373.99918
PA3409,102.47519,80.70782,33.61991,62.865467,65.44054,74.208435,34.12183,69.41024,102.68288
PA3410,107.80281,69.01729,32.4818,30.444025,25.277311,27.632292,22.250973,47.26121,28.123194
PA3411,82.58198,46.455704,39.867195,10.731126,16.879423,33.136112,11.205891,17.464703,17.507908
PA3412,88.72582,66.35517,31.37211,226.28214,165.91342,178.34595,113.91136,282.00745,266.5062
PA3413,2720.5159,1299.8862,1282.3624,1977.1987,1672.3698,2665.2937,1139.8063,2060.6157,2275.1455
PA3414,816.65765,443.5729,262.81427,576.2631,667.71063,673.1214,479.2231,800.7407,1137.5645
PA3415,1914.8162,1007.26044,425.22794,1660.6221,1951.3645,1693.6581,1035.8638,2167.8372,2775.8218
PA3416,2704.0845,1316.1649,625.2244,2141.502,2446.5383,2287.9976,1575.6771,2684.5862,3170.963
PA3417,2932.4858,1536.2529,575.2338,2963.5686,2977.0298,3051.4077,1693.3967,2956.618,4108.736
PA3418,11053.757,4540.6777,3679.9143,11554.677,9049.855,10670.082,5102.7515,10162.279,13353.168
PA3419,696.3074,421.07996,253.46791,533.49994,476.7037,437.0747,389.47018,788.47107,643.2608
PA3420,589.3486,353.73117,151.6285,281.68582,246.0915,312.82446,208.46518,332.31897,442.00238
PA3421,245.15044,150.37569,109.98812,212.47472,181.80974,238.59172,139.16887,250.23517,294.87714
PA3422,279.43008,158.80957,191.18796,296.27982,284.9692,272.0363,190.7107,320.79733,360.4352
PA3423,803.061,405.27863,425.2853,378.76794,382.56772,433.15875,269.17685,434.72495,470.59802
PA3424,990.52716,568.88495,444.0983,335.85892,389.13052,418.46457,467.88678,743.1491,759.14343
PA3425,357.7926,223.0144,124.25657,133.14334,110.371346,103.29032,150.07152,213.22014,204.34549
PA3426,1894.9489,1038.205,433.04645,707.3193,749.6433,878.6839,475.43915,954.56366,1005.2261
PA3427,1066.0642,557.03235,256.05405,378.15314,416.9703,364.5095,264.91495,494.98688,480.4722
PA3428,90.47352,49.641174,43.25038,90.91385,79.528786,71.65318,40.631157,96.3181,123.33847
PA3429,469.0833,258.8129,177.71323,372.28058,314.346,290.04382,221.89178,395.20963,479.85486
PA3430,971.61755,518.0039,336.20294,479.4636,498.04028,479.0058,395.30655,790.9462,789.9215
PA3431,1026.6091,469.76523,298.01627,168.0453,234.15092,186.072,154.96025,299.86298,278.2755
PA3432,493.68826,210.80824,146.27512,71.55239,75.07597,114.89457,74.263855,122.363,119.94083
PA3433,1002.52026,585.9559,361.37625,596.06024,580.46326,573.654,318.3391,718.38605,743.78705
PA3435,2040.997,925.9081,916.5133,792.0716,818.3051,1131.6287,502.31595,972.3179,793.6799
PA3436,396.55084,290.30414,127.89454,92.60038,64.22432,82.742966,57.430866,89.76177,106.18427
PA3437,2092.9475,1039.4287,942.2645,802.8925,821.24866,1054.8707,483.0414,928.235,1141.2299
PA3438,946.46,529.76666,455.6653,361.00052,388.02505,385.97955,328.81183,504.5193,536.8787
PA3439,1023.7816,584.8709,428.63284,655.18677,633.0869,828.81946,563.24744,1050.2533,912.6959
PA3440,1447.2933,783.46674,511.29382,331.22824,262.1683,359.0218,337.34195,581.48016,381.251
PA3441,456.15613,254.4508,160.46443,206.75142,162.9789,200.67206,82.3441,187.45328,207.27
PA3442,188.94672,95.85565,45.387142,86.53963,64.05568,83.46314,29.023256,95.694,124.88071
PA3443,165.83621,61.995354,36.61802,54.97139,40.301685,75.29138,35.191677,62.295437,77.851654
PA3444,159.29588,68.84523,33.246704,85.82173,79.98816,105.920746,44.649803,112.483864,153.64648
PA3445,362.3458,174.48602,132.72972,173.85727,159.67273,203.73616,101.598656,209.61177,227.56044
PA3446,654.60187,371.8798,188.73328,487.3876,383.9654,515.9944,172.91426,408.03864,460.2575
PA3447,77.31807,24.071339,24.329214,51.055138,56.595337,48.120148,18.600649,59.594547,53.480175
PA3448,74.26618,48.980827,14.237068,62.671906,67.05353,88.057915,39.966904,75.22531,77.921234
PA3449,102.65206,56.06423,39.38935,82.538895,65.3621,82.99637,29.052568,72.32038,92.92525
PA3450,1213.7441,665.3495,550.38763,739.99744,588.09753,925.11035,242.9349,503.78925,487.92166
PA3451,2800.563,1282.733,1286.8208,2483.5852,2252.7605,2957.4216,988.9182,1660.751,2095.1274
PA3452,5938.221,3168.1047,2459.7803,1011.5366,1069.0742,1328.0737,620.74866,1104.406,1115.6366
PA3453,627.86926,416.95636,285.91287,234.8736,209.11012,480.2745,184.12262,386.61624,273.35822
PA3454,2236.6392,1271.7981,656.22174,445.20166,454.2347,421.7841,222.63843,420.43658,433.94553
PA3455,6466.9297,3476.193,2131.1538,1993.7096,2064.3335,2113.9912,1569.6464,2702.1812,2852.394
PA3456,2989.2249,1685.1774,1081.1603,452.18698,442.07474,624.8906,447.10013,941.3401,723.1043
PA3457,2160.0151,1157.6376,590.71124,1360.2758,1388.4614,916.8886,516.257,1147.5215,1527.1605
PA3458,4734.5435,2238.924,1640.5529,3238.6416,2341.0117,1995.7372,1665.4142,2553.596,3454.9976
PA3459,5047.3506,2272.0227,2021.7351,5136.8457,3578.5767,4122.7656,3171.778,5272.697,6011.929
PA3460,1775.9661,938.2133,403.0255,2405.3806,1840.6792,2177.3872,1597.106,2807.4065,3377.0286
PA3461,1101.2347,533.52545,280.45026,1476.6997,1313.809,1321.3104,1074.6217,1812.0679,2007.7008
PA3462,1388.7499,681.3738,529.108,743.1952,781.5709,823.2064,479.08276,875.6413,1158.3846
PA3463,312.3498,131.40837,125.05032,116.63956,111.10454,159.7509,64.19826,158.24376,170.27426
PA3464,304.83438,208.04851,124.42579,210.61674,188.82799,224.56873,146.55832,245.6584,265.234
PA3465,10438.775,4955.987,3701.2942,6075.608,6034.869,6059.1743,2653.8245,4423.1377,5734.2534
PA3466,4795.746,2530.1523,1570.1991,992.97626,1011.4774,1311.6509,844.60425,1509.2305,1394.5903
PA3467,329.74335,207.16072,156.94104,219.91202,208.051,237.2858,182.3185,312.65253,359.16992
PA3468,2163.7422,1147.3978,648.61456,495.38736,480.8507,778.6692,521.32635,1011.733,733.67377
PA3469,933.7511,540.28375,296.13672,269.61472,252.15987,358.7857,200.25569,511.7196,394.79657
PA3470,685.1755,323.4444,183.90941,207.03079,181.98312,267.93008,171.5005,340.9128,327.90024
PA3471,7119.1284,4318.4824,1878.5809,1952.4242,1816.9541,2348.6033,2007.7529,3569.8928,2718.388
PA3472,3475.4312,1910.9991,2269.9219,990.72296,942.7233,1635.9315,964.0603,1876.8132,1447.2262
PA3473,548.2548,342.64316,242.35524,149.87492,153.59734,269.43884,189.91878,289.00455,287.05606
PA3474,461.19296,241.04681,175.07481,175.96027,141.40274,211.6081,116.90811,203.85864,231.52443
PA3475,1463.9518,854.01697,669.01654,656.87634,566.0818,1002.33203,757.1955,1467.939,1599.3108
PA3476,7027.3237,3612.1426,4912.9546,3731.9507,5245.5137,4961.884,5226.618,8462.574,7916.9155
PA3477,4238.8403,1862.1089,2448.686,3341.3267,3115.173,4005.7236,3076.2576,5923.0527,6798.0977
PA3478,682.6245,402.7239,234.89784,828.3643,706.1179,668.5962,1141.2261,2986.7263,3870.0996
PA3479,816.9739,475.39282,361.96942,1008.2815,931.0619,737.5183,1885.0963,4580.9106,6382.784
PA3480,3379.7273,1977.5364,1645.3618,1070.4167,1056.4747,1843.2875,933.66815,1754.0187,1345.1533
PA3481,4066.0828,2464.4473,1095.9357,934.11957,1089.597,1153.3772,850.378,1719.2565,1496.6321
